organCd,사용기관명,지역,주소,홈페이지 주소,전화번호,검색 키워드,대표 강좌 이름,위도,경도
4BlpwK+fL9USjX+GmRYKLQ==,제일요리아카데미학원,서울특별시 동대문구,(02645) 서울특별시 동대문구 천호대로 425 2층 제일요리아카데미학원,https://jaeil-cook.com/,02 - 2247 - 0788,"한식양식 중식 일식 , 제과&제빵 바리스타 , 조리기능장",,37.5618203,127.0664831
8DtBKU5g5lpD9CXbq2HhvA==,배움인테리어기술학원,경상남도 창원시,(51362) 경상남도 창원시 마산회원구 3·15대로 740 3층,https://blog.naver.com/dosa9110,055 - 603 - 0999,"도배기능사 , 인테리어필름 , 방수기능사",가정용보일로(본체부속배관설치분배기) | 도배기능사 자격취득(초배/정배) | 도배기능사(10일) | 인테리어필름 시공(초급/중급) | 인테리어필름(10일) | 온수온돌기능사 자격취득(실기) | 방수기능사 자격취득(실기) | 건축도장기능사 | 방수기능사 | 온수온돌기능사(1일),35.2378988,128.5825570
Kgql0dK0d1kkXiWjDNxFPg==,그린컴퓨터아트학원(청주),충청북도 청주시,"(28575) 충청북도 청주시 서원구 사직대로 109 3,4,5층",https://cheongju.greenart.co.kr/,043 - 225 - 2111,"청주컴퓨터학원컴활 , 디자인일러스트포토샵 , CAD회계세무자격증",전산회계1급 자격증 취득,36.6351702,127.4595497
cjpnOjF3PpQSupTyYxx+Jw==,목포과학대학교부설평생교육원,전라남도 목포시,(58644) 전라남도 목포시 영산로 413-1 탐구관 305호,http://lead.msu.ac.kr/,061 - 270 - 2849,"방문간호,요양보호사 , 시니어,건강,커피 , 지게차,굴착기,로더",베이커리카페 | 베이커리@디저트,34.8073582,126.4091374
br/xNnMgnmgUjxTIaHLQRQ==,뮤즈실용음악학원,경상남도 사천시,(52559) 경상남도 사천시 벌리2길 49 2층 뮤즈실용음악학원 지도보기,https://www.youtube.com/@muse-guitartv,055 - 835 - 4112,"통기타 , 일렉기타 , 드럼",드럼초급반 | 드럼취미반 | 통기타초급반 | 통기타취미반 | 기타초급반2개월/드럼취미반1개월(이승환),34.9397704,128.0832825
C8diz6o9PvUuwEtlZIDhhQ==,(Ai링구성인영어)토익전화영어.화상영어회화.영어학원서발,서울특별시 성동구,(04793) 서울특별시 성동구 아차산로7길 15-1 3층,www.lingoo.co.kr,070 - 7514 - 0582,"성인영어학원전화영어 , 기초영어회화화상영어 , 영어인강오픽토익학원",[중고급영어회화]온라인영어학원/영문법 | [왕기초영어회화]온라인영어학원/영어기초 | [왕기초영어 패키지2]영어회화/왕초보영어인강 | [왕기초영어 패키지1]영어회화/왕초보영어인강,37.5464577,127.0544730
TTQaNV28wauCmo+X4WCUFg==,한국문화센터용인평생교육원,경기도 용인시,"(17026) 경기도 용인시 처인구 포곡읍 포곡로61번길 6 인정멜로디상가2층 208호, 209호",https://happyhandstudiio.modoo.at/,031 - 339 - 3280,"홈패션 , 가죽공예 , 앙금플라워",,37.2678968,127.2128815
H0dZDdhg9GksCYym/5GxrA==,아띠필라테스스튜디오광명사거리점평생교육원,경기도 광명시,(14267) 경기도 광명시 광명로 874 2층,,010 - 4478 - 5275,"필라테스 , 광명필라테스 , 필라테스광명사거리",,37.4769504,126.8535226
3R9uXQaKDx3V/1gm2hn5FQ==,상상에이앤이(urichina.com),서울특별시 마포구,(04144) 서울특별시 마포구 마포대로 127 풍림빌딩 1328호,www.urichina.com,00 - 1877 - 8883,"전화중국어 , 화상중국어 , 우리차이나",,37.5461940,126.9521422
P9C5stUfcdhQwpUwURhIgA==,(주)천안직업전문학교,충청남도 천안시,(31081) 충청남도 천안시 서북구 천안대로 1344 2층(천안직업전문학교),www.hrdnet.or.kr,041 - 566 - 0506,"지게차 , 굴착기 , 3톤미만",(소형) 3톤미만 지게차 | (소형) 3톤미만 굴착기 | (대형)지게차운전기능사 실기시험 대비 코스연습 | (대형)지게차운전기능사 취득(실기) | (대형)지게차운전기능사 취득(필기) | (대형)지게차운전기능사 취득(필기실기),36.8607998,127.1518562
GWlX/FeDBmWG6UtPA6yP1w==,국립한국교통대학교부설평생교육원,충청북도 충주시,(27469) 충청북도 충주시 대소원면 대학로 50 종합강의관 107호 평생교육원,https://edulife.ut.ac.kr,043 - 841 - 5811,"충주 , 평생교육",체형교정 테라피 요가 | 배드민턴 | 건강 테니스 | 실전 부동산 경매과정[초급] | 커피바리스타 | 심리상담사 | 어반스케치 | 힐링 타로이야기 | 한국전통서각(현대서각) | 대조 풍수지리[이론반],36.9696921,127.8722521
0NVnuzF1L5ulor+aCBdYkA==,언니네필라테스용인구갈점평생교육원,경기도 용인시,(16972) 경기도 용인시 기흥구 구갈로60번길 9-1 5층,,031 - 282 - 4312,"필라테스 , 재활운동 , 요가",,37.2800529,127.1123419
TtttLycD8gDNxqaSgcYSUQ==,코리아요리아트아카데미학원,서울특별시 서초구,"(06621) 서울특별시 서초구 서초대로78길 28 7층,8층,9층,10층",,02 - 525 - 8335,,,37.4952628,127.0278144
ZeOie49brQ0j2AhqujC+4Q==,태안요리바리스타학원,충청남도 태안군,(32144) 충청남도 태안군 태안읍 군청5길 6-3 2층 태안요리바리스타학원,,010 - 8805 - 8608,"한식조리기능사 , 바리스타2급",바리스타2급,36.7469201,126.3005777
Bj+FzUBT4HGlWZiuPakpYA==,내일평생교육원.,경상북도 구미시,(39367) 경상북도 구미시 1공단로7길 86-9 3층 일부 지도보기,,054 - 462 - 3377,"구미평생교육원 , 공단동",,36.1099773,128.3784348
VNc/ePBb9HFMOcjpsONnOw==,수성동평생학습센터,대구광역시 수성구,(42127) 대구광역시 수성구 명덕로73길 7 3층 수성동평생학습센터 지도보기,https://lll.suseong.kr,053 - 666 - 2693,,,35.8551371,128.6103436
IWiX+pnsS2/LJ31aFPt92Q==,보니따필라테스경남대점평생교육원,경상남도 창원시,(51751) 경상남도 창원시 마산합포구 해안대로 10 2층,,010 - 2398 - 8777,"필라테스 , 요가 , 플라잉요가",8:1 그룹 필라테스 레슨 | 8:1 그룹 요가 플라잉 레슨,35.1801018,128.5599116
WU+bh1AjQPLEIqSf0ecj8A==,컬컴청주점평생교육원,충청북도 청주시,(28399) 충청북도 청주시 흥덕구 풍산로 30 삼화빌딩 7층 컬컴청주점,www.culcom.co.kr,010 - 2656 - 0553,"영어회화 , 중국어회화 , 일본어회화",,36.6262394,127.4339108
pSmE7Kg6msJ/OMETFBGBFw==,쉬즈네일아트학원,경기도 고양시,(10401) 경기도 고양시 일산동구 중앙로1275번길 60-14 401호,,031 - 932 - 1778,,네일아트 | 피부관리 | 네일아트 | 두피앤탈모 | 염색하기 | 속눈썹펌교육 | 눈썹디자인교육 | 네일아트디자인 | 네일아트,37.6595682,126.7696815
59ZBuLWy/wqkIVZoWYxcyQ==,당진원당간호학원,충청남도 당진시,(31770) 충청남도 당진시 당진중앙1로 230 태은빌딩 3층,,041 - 352 - 3667,"간호조무사 , 원당간호학원",,36.8980264,126.6354744
2easuIxUs+PaTt1aw+AoSQ==,뉴패스원격평생교육원,서울특별시 구로구,(08381) 서울특별시 구로구 디지털로 271 702호 (벽산디지털밸리3차),newpass.co.kr,02 - 6294 - 5071,"한국어 , 한국어교원 , 한국어교원3급",한국어교원 3급 이론,37.4833068,126.8935987
7Wae1Zf3ZWgOIiZP3XuJag==,라이프플러스필라테스평생교육원,서울특별시 강서구,(07547) 서울특별시 강서구 양천로 583 우림블루나인 A동 704호,https://blog.naver.com/lifepilates7997,010 - 2058 - 7997,"염창동필라테스 , 증미역필라테스 , 강서구필라테스",,37.5570451,126.8642592
Sjo5LbwGkU5r4AlTtEOfrg==,더한뷰티미용학원,충청북도 청주시,(28525) 충청북도 청주시 상당구 사직대로350번길 21 더한빌딩 2~4층,http://www.thehanbeauty.com,010 - 7122 - 1166,"메이크업 , 네일아트 , 헤어",,36.6356750,127.4865705
hDjujznu/gkFe2T9rSXFKA==,필라바이비우만점평생교육원,경기도 수원시,(16240) 경기도 수원시 팔달구 중부대로 143 5층,,010 - 5759 - 4569,필라테스,,37.2787315,127.0318634
Fo/ZBWAkw7HLfFnDMEZvmg==,광주제일직업전문학원,광주광역시 남구,(61619) 광주광역시 남구 월산로151번길 2 4층 광주제일직업전문학원,,062 - 367 - 7373,"광주제일 , 요리 , 커피",,35.1513394,126.8955233
FB+vksExBqEi90ITW9nTsg==,삼척커피문화원바리스타학원,강원특별자치도 삼척시,(25921) 강원특별자치도 삼척시 진주로 47 얼큰이 2층,,033 - 574 - 6222,,,37.4449957,129.1636580
KXLV6JoYTt48sS+RKhNRlQ==,한솔요리제과제빵바리스타아카데미서초,서울특별시 서초구,(06615) 서울특별시 서초구 강남대로 405 14층 (통영빌딩) 지도보기,https://www.gn-hscook.com/main/index.do,02 - 3482 - 5200,"요리쿠킹 , 제과제빵디저트 , 바리스타커피",쿠킹클래스4회 | 쿠킹클래스 | 베이킹클래스 | 쿠킹클래스,37.4987858,127.0267117
PJqgNEfTk5VkYAmIfHCZQw==,보니따필라테스반송점평생교육원,경상남도 창원시,(51426) 경상남도 창원시 성산구 반송로 150 2층 보니따 필라테스,,055 - 795 - 1926,"필라테스 , 반송동필라테스 , 창원필라테스",그룹필라테스,35.2359786,128.6718156
NF14OQk8e0aTb3Vkbn/cEQ==,뒤낭옻칠학원,서울특별시 중구,(04616) 서울특별시 중구 퇴계로56길 43 4층 지도보기,https://dunand-acdemy.my.canva.site/,02 - 6956 - 5707,"옻칠 , 나전칠기 , 공예",옻칠 기초 | 국가유산수리기능자 칠공 자격증 대비반,37.5618869,127.0059539
o1LKQc4lH/UkWpf5hBzJCw==,론박스터디원격학원,전라남도 목포시,(58674) 전라남도 목포시 당가두로38번길 48-7 1층,https://www.ronpark.com,010 - 9881 - 3534,"해양경찰 , 해양수산부",,34.8087449,126.4401817
pEOoUQKkZe9OQQBegLQTQw==,지엔디실용음악학원,경기도 김포시,(10083) 경기도 김포시 김포한강4로 117 801호,gndmusic.kr,031 - 986 - 9969,김포실용음악학원,,37.6441798,126.6679920
vrJbSEbuN1nQo4NY8ullug==,에스비에스(SBS)아카데미컴퓨터아트학원,서울특별시 노원구,"(01695) 서울특별시 노원구 노해로83길 21 4,5층",https://nowon.sbsart.com,02 - 932 - 5530,"웹디자인 , 영상편집 , 디자인 포트폴리오",일러스트,37.6561864,127.0640304
Ge4/Af1rSKQrQ6iYjpcS4A==,신지원에듀원격평생교육원,서울특별시 강서구,(07532) 서울특별시 강서구 양천로 551-17 813호,www.sinjiwonedu.co.kr,010 - 6375 - 6695,"물류관리사 , 검정고시 , 독학사",초졸검정고시 대비반 | 중졸검정고시 대비반 | 고졸검정고시 대비반 | 한국사능력검정시험 개념완성 패키지 - 심화 | 한국사능력검정시험 핵심이론 패키지- 심화 | SMAT 모듈A+B+C 단기합격반 | 텔레마케팅관리사 종합합격반 | cs리더스관리사 합격반 | 2025 영양사 절대합격반 | 유통관리사3급 한번에 패스,37.5591496,126.8609899
wK6mEINkaG4Ydy5LIV4/iQ==,노아(NOAH)어학원,광주광역시 동구,(61467) 광주광역시 동구 필문대로 308 2/3/4층,https://cafe.naver.com/noahtoeic,010 - 4146 - 7687,"광주토익학원 , 노아토익 , 토익학원",,35.1444411,126.9256046
/csFEzRHDQ9fBfLF+HEqKw==,따사로운평생교육원,경기도 김포시,(10110) 경기도 김포시 김포대로 839 704호,,031 - 998 - 1470,"김포 가사관리사교육 , 김포 시니어마음관리 , 김포산후관리교육원",,37.6194180,126.7202673
5crh8PuYI1K6xj1KNkP6gQ==,온아산직업전문학원,충청남도 아산시,(31480) 충청남도 아산시 배방읍 배방로14번길 15 2층 201호,http://onasan.kr/,041 - 543 - 2030,"아산전산회계학원 , 아산컴활자격학원 , 아산세무회계학원",전산회계 2급 취득과정 | 컴퓨터활용능력 2급 자격 취득(실기) | 관리소ERP운영사 2급 취득 과정(아파트 관리 및  경리회계) | 쉽게 배우고 생활에 유용한 컴퓨터 기초,36.7752415,127.0528920
XK54Cj4mo7bwAXwqmDndCw==,노원여성교육센터,서울특별시 노원구,(01684) 서울특별시 노원구 상계로 109 1층,http://womanedu.nowon.kr/,02 - 938 - 2609,"한글 , 성인문해 , 역사",식물 세밀화(보태니컬 아트) | 국어 한마당,37.6576112,127.0669922
8LS70KHTIgS22XF0kbLqUQ==,한솔아카데미평생교육원,서울특별시 서초구,(06775) 서울특별시 서초구 마방로10길 25 트윈타워A동 20층(양재동),https://www.hrd-inup.co.kr/,02 - 577 - 7467,"건축기사 , 토목기사 , 전기기사",업무 단축 끝판왕 생성형 AI 마스터 클래스 | 실전에 필요한 내용만 모았다 ChatGPT AI 툴 활용 가이드 | 생성형 AI 시대 ChatGPT를 활용한 HR | Chat GPT를 활용한 컴맹도 쉬운 AI | [상위 1퍼센트 인공지능] AI시대 ChatGPT 분야별 실무적용 활용법 | (2026) 토목(산업)기사 필기 시리즈 종합반 | (2026) 전기기사 필기 5주완성 종합반 | (2026) 공조냉동기계기사 필기 종합반 | (2026) 건축설비기사 필기 종합반 | (2026) 건축(산업)기사 필기 시리즈 종합반,37.4766440,127.0443679
gLfHgB7BJ9nxiERP+Tt/qA==,필라테스미학평생교육원,경기도 구리시,(11941) 경기도 구리시 이문안로 71 대호빌딩 2층 나동 201호 필라테스 미학 지도보기,https://pilatesmihak.imweb.me,031 - 553 - 9192,"필라테스 , 건강 , 운동",,37.5924348,127.1395547
/KNHTXMxGtqNb1l4EwORTA==,티오피커피학원,경상남도 양산시,"(50653) 경상남도 양산시 물금읍 야리로 118 301호,302호",,055 - 366 - 2147,"바리스타 , 라떼아트 , 커피 바리스타",,35.3111231,129.0084160
XeHM5ku8Fz+s/YLbdbzRkA==,가미뷰티아카데미미용학원,경상남도 거창군,(50145) 경상남도 거창군 거창읍 대평2길 46 가미뷰티아카데미미용학원,,010 - 4166 - 1010,"미용 , 미용실무 , 이용",우리집 커트미용사 | 동안 피부관리 | 반짝 반짝 네일아트 | 예뻐지는 메이크업 | 속눈썹 스폐설 관리,35.6844355,127.9197592
D/3EO7LKpfQowJLjJiJ6nw==,한국중장비학원,부산광역시 부산진구,(47247) 부산광역시 부산진구 동천로108번길 11 3층 307호(전포동),https://www.hk-hma.com/,051 - 808 - 6828,"3톤미만 지게차 , 3톤미만 굴착기",지게차운전기능사(실기)단기 | 지게차운전기능사자격취득과정 | 지게차운전기능사(실기)속성 | 3톤미만 지게차 (이론실습) | 3톤미만 굴착기(이론+실습),35.1585030,129.0631572
I3ZUJiPJ9dGvUe99yJH1MA==,에듀몽원격평생교육원,서울특별시 서초구,(06642) 서울특별시 서초구 서리풀2길 30 301호 일부 (302호)(서초동),https://hrdedu.edumong.com/,02 - 6956 - 9426,"자격증 , IT",,37.4876317,127.0225797
QcEQ+ErUEwoTqnos1Olcyw==,파고다종로어학원,서울특별시 중구,(04540) 서울특별시 중구 남대문로 120 파고다 종로,www.pagoda21.com,02 - 2274 - 4000,"파고다 , 종로 , 을지로",,37.5679441,126.9831410
Y4piC94hs9VI1rbkhCsf7A==,컬컴평생교육원울산삼산점,울산광역시 남구,(44707) 울산광역시 남구 삼산중로 67 7층,https://ulsan-culcom.com/,010 - 9435 - 9470,영어회화,영어회화초급2개월,35.5395426,129.3350949
IvFhWJaeluVG66cksknRxw==,목밑요가앤필라테스평생교육원,경기도 하남시,(12913) 경기도 하남시 미사강변동로 79 8층 804호 805호 지도보기,,010 - 4005 - 6149,"필라테스 , 요가",,37.5620421,127.1928471
4hcyUUOC8uT3d+ZxgL8phQ==,청량리위드피아노학원,서울특별시 동대문구,(02488) 서울특별시 동대문구 왕산로 249-1 5층,https://with-piano.com/,010 - 5751 - 9374,"피아노 , 클래식 , 재즈",,37.5835981,127.0491346
qSRdBWMUzyGAYjDYjw7SJg==,국제실버인지문화협회광주교육원,광주광역시 남구,(61612) 광주광역시 남구 금화로422번길 1 남강빌딩 5층,,383 - 8552,"실버인지놀이지도사 , 생활지원사 , 정리수납전문가",정리수납전문가 | 생활지원사(병원동행포함) | 실버인지놀이지도사 | 실버인지놀이지도사 | 생활지원사(병원동행포함) | 정리수납전문가 | 실버인지놀이지도사 전문강사,35.1435922,126.8912062
cfmPF3RBBATPpt37TkK1oA==,진천자동차운전전문학원,충청북도 진천군,(27830) 충청북도 진천군 진천읍 문화6길 41-1 진천자동차운전전문학원,,043 - 533 - 3593,"운전면허 , 도로연수 , 대형면허 보통면허",,36.8637758,127.4345598
gdM/52B09X9jxGlqkv3CyA==,아르떼음악학원,부산광역시 사상구,(46934) 부산광역시 사상구 모라로110번길 94 2층 아르떼음악학원,,051 - 304 - 1999,"보컬 , 기타.드럼 , 피아노",초급A,35.1839116,128.9959473
nk/uNPOrIIANSqQI8FQTeQ==,위드피아노연신내학원,서울특별시 은평구,(03330) 서울특별시 은평구 연서로29길 8-15 5층 위드피아노,https://cafe.naver.com/withpiano07,010 - 7630 - 9374,"위드피아노 , 은평구피아노학원 , 성인피아노",,37.6194223,126.9196750
UurPDfVLogcwYp/Rvsvwig==,강릉영동대학교부설평생교육원,강원특별자치도 강릉시,(25521) 강원특별자치도 강릉시 공제로 357 평생교육원,https://www.gyu.ac.kr/life,033 - 610 - 0129,,행복한 웰다이닝 라이프 | 나만의 감성을 담는 캘리그라피 | 일상을 담아내는 예술 오일 파스텔 입문부터 완성까지 | 사유채색 한국회화사로 읽는 채색화 | 감성터치 어반스케치 | 힐링골프아카데미과정 | 시낭송 | 서양화 | 수채화 | 시니어워킹클래스,37.7466061,128.8552001
